"Date","Record Number","Record Type","Project Name","Status",
"12/07/2011","12SN0174","Zoning Case","N/E/C OF HULL STREET RD AND WALMSLEY BLVD","Approved",
"12/07/2011","12SN0173","Zoning Case","6101 HARBOURSIDE CENTRE LP","Approved",
"12/07/2011","12SN0172","Zoning Case","11914 IRON BRIDGE PLAZA","Approved",
"12/07/2011","12SN0171","Zoning Case","12601 JEFFERSON DAVIS HWY","Approved",
"12/07/2011","12SN0170","Zoning Case","10801 MIDLOTHIAN TPKE","Approved",
"12/07/2011","12SN0169","Zoning Case","1611 COUNTY LINE RD","Approved",
"12/07/2011","12SN0168","Zoning Case","S/W/C OF RT.1 AND RT 10","Approved",
"12/07/2011","12SN0167","Zoning Case","13102 MIDLOTHIAN TPKE","Approved",
"11/17/2011","12SN0165","Zoning Case","15348 CARLTON FOREST CT","Approved",
"11/16/2011","12SN0164","Zoning Case","Chesterfield County Board of Supervisors","Approved",
"11/07/2011","12SN0162","Zoning Case","14401 JEFFERSON DAVIS HWY","Approved",
"10/31/2011","12SN0161","Zoning Case","16201 & 16211 HAPPY HILL RD","Approved",
"10/26/2011","12SN0160","Zoning Case","11936 WINTERPOCK ROAD","Approved",
"10/14/2011","12SN0158","Zoning Case","20800 HULL STREET RD","Approved",
"09/30/2011","12SN0156","Zoning Case","2400 GRAND SUMMIT CIR","Approved",
"09/22/2011","12SN0153","Zoning Case","5921 NEWBYS BRIDGE RD","Withdrawn",
"09/22/2011","12SN0152","Zoning Case","13101 N.ENON CHURCH RD","Approved",
"09/22/2011","12SN0151","Zoning Case","4625 CENTRALIA ROAD","Approved",
"09/22/2011","12SN0150","Zoning Case","11110 & 11150 IRONBRIDGE BLVD","Approved",
"09/22/2011","12SN0148","Zoning Case","901 S PROVIDENCE RD","Approved",
"09/20/2011","12SN0146","Zoning Case","12000 IRON BRIDGE PZ","Approved",
"09/20/2011","12SN0144","Zoning Case","12132 PERCIVAL ST","Approved",
"09/20/2011","12SN0143","Zoning Case","4101 FORDHAM RD","Approved",
"09/14/2011","12SN0140","Zoning Case",,"Approved",
"09/08/2011","12SN0137","Zoning Case","13625 HULL STREET RD","Approved",
"09/02/2011","12SN0136","Zoning Case","10001 COACH RD","Approved",
"09/02/2011","12SN0135","Zoning Case","5418 NEWBYS BRIDGE RD","Approved",
"09/02/2011","12SN0134","Zoning Case","IRON BRIDGE RD AT IRONBRIDGE PKWY","Approved",
"09/02/2011","12SN0132","Zoning Case","101 WADSWORTH DRIVE","Approved",
"09/02/2011","12SN0131","Zoning Case",,"Approved",
"09/01/2011","12SN0130","Zoning Case",,"Approved",
"08/31/2011","12SN0127","Zoning Case","15801 HULL STREET RD","Approved",
"08/10/2011","12SN0125","Zoning Case","2743 BUFORD ROAD","Approved",
"08/09/2011","12SN0124","Zoning Case","3500 POST OFFICE ROAD","Approved",
"08/08/2011","12SN0123","Zoning Case","5126 W.HUNDRED RD.","Approved",
"08/08/2011","12SN0122","Zoning Case",,"Approved",
"08/08/2011","12SN0121","Zoning Case","3100 OLD COURTHOUSE RD","Approved",
"08/08/2011","12SN0119","Zoning Case",,"Withdrawn",
"08/05/2011","12SN0118","Zoning Case",,"Approved",
"08/05/2011","12SN0117","Zoning Case","1304 BELLWOOD RD.","Approved",
"07/27/2011","12SN0116","Zoning Case","10900 IRON BRIDGE RD.","Approved",
"07/22/2011","12SN0114","Zoning Case","1200 WALMART WAY","Approved",
"07/21/2011","12SN0113","Zoning Case","5206 THORNWOOD CT","Approved",
"07/19/2011","12SN0112","Zoning Case",,"Approved",
"07/11/2011","12SN0111","Zoning Case","1200 SOUTHSHORE POINTE DR","Approved",
"07/11/2011","12SN0109","Zoning Case",,"Approved",
"07/11/2011","12SN0105","Zoning Case","11665 MIDLOTHIAN TPKE","Withdrawn",
"07/11/2011","12SN0104","Zoning Case","13500 JEFFERSON DAVIS HWY","Approved",
"07/01/2011","12SN0101","Zoning Case",,"Withdrawn",
"06/30/2011","11SN0252","Zoning Case","6411 CHESTERFIELD MEADOWS DR","Approved",
"06/21/2011","11SN0251","Zoning Case","13184 MIDLOTHIAN TPKE.","Approved",
"06/07/2011","11SN0250","Zoning Case","Melvin Fisher","Approved",
"06/06/2011","11SN0248","Zoning Case","1510 COURTHOUSE RD","Approved",
"06/06/2011","11SN0247","Zoning Case","701 W HUNDRED ROAD","Approved",
"06/06/2011","11SN0245","Zoning Case","6900 HICKORY ROAD","Approved",
"06/03/2011","11SN0243","Zoning Case","S.E. CORNER OF RT. 288 AND COURTHOUSE RD","Approved",
"06/01/2011","11SN0246","Zoning Case","N/L WOODS EDGE RD., EAST OF HAPPY HILL RD","Approved",
"06/01/2011","11SN0242","Zoning Case","10100 SALEM CHURCH RD","Approved",
"05/27/2011","11SN0241","Zoning Case","CHESTERFIELD TOWNE CENTER","Approved",
"05/17/2011","11SN0236","Zoning Case","S/E/C OF RT 60 AND WATKINS CENTER PKWY","Approved",
"05/09/2011","11SN0235","Zoning Case","5000 WOOLRIDGE RD","Approved",
"05/09/2011","11SN0234","Zoning Case","13923 HULL STREET RD","Approved",
"05/06/2011","11SN0233","Zoning Case","3901 COURTHOUSE ROAD","Approved",
"05/06/2011","11SN0232","Zoning Case","3901 COURTHOUSE ROAD","Approved",
"05/06/2011","11SN0231","Zoning Case","3801 COURTHOUSE RD","Approved",
"05/06/2011","11SN0230","Zoning Case","3801 COURTHOUSE RD","Approved",
"05/05/2011","11SN0229","Zoning Case","1005 TURNER RD","Approved",
"04/18/2011","11SN0225","Zoning Case",,"Withdrawn",
"04/11/2011","11SN0214","Zoning Case",,"Approved",
"04/08/2011","11SN0213","Zoning Case","NORTH SIDE OF RIVER RD","Withdrawn",
"04/05/2011","11SN0211","Zoning Case","12800 GENITO RD","Approved",
"03/24/2011","11SN0208","Zoning Case","9600 W. PROVIDENCE RD","Approved",
"03/24/2011","11SN0207","Zoning Case","Bellona Arsenal Farm","Approved",
"03/04/2011","11SN0201","Zoning Case",,"Approved",
"03/03/2011","11SN0200","Zoning Case",,"Approved",
"02/28/2011","11SN0198","Zoning Case",,"Approved",
"02/07/2011","11SN0196","Zoning Case","601 BOULDERS PARKWAY","Approved",
"02/04/2011","11SN0195","Zoning Case","N/W/C RT. 360 AT LAKE HARBOUR DR","Approved",
"01/05/2011","11SN0186","Zoning Case",,"Approved",
"01/03/2011","11SN0185","Zoning Case",,"Approved",
"12/20/2010","11SN0184","Zoning Case",,"Approved",
"12/06/2010","11SN0181","Zoning Case",,"Approved",
"12/06/2010","11SN0180","Zoning Case","W/L DUNBROOK RD, SOUTH OF ROBIOUS RD","Approved",
"12/06/2010","11SN0179","Zoning Case","E/L BRANDERS BRIDGE RD, SOUTH OF TREELY RD","Approved",
"12/06/2010","11SN0178","Zoning Case","N OF W HUNDRED RD, E OF DALE LN","Approved",
"12/06/2010","11SN0177","Zoning Case","S OF MIDLOTHIAN TK, E OF COALFIELD RD","Approved",
"12/01/2010","11SN0175","Zoning Case","E LINE OF OLD BON AIR RD","Approved",
"12/01/2010","11SN0174","Zoning Case",,"Approved",
"11/22/2010","11SN0172","Zoning Case",,"Approved",
"11/12/2010","11SN0170","Zoning Case","W/L ALDERWOOD TERR, SOUTH OF ALDERWOOD WAY","Withdrawn",
"11/08/2010","11SN0169","Zoning Case","W/L BEAVER BRIDGE RD, SOUTH OF HULL STREET","Approved",
"11/08/2010","11SN0167","Zoning Case","6900 HULL STREET RD","Approved",
"11/08/2010","11SN0166","Zoning Case",,"Approved",
"11/01/2010","11SN0165","Zoning Case",,"Approved",
"10/18/2010","11SN0162","Zoning Case",,"Withdrawn",
"10/08/2010","11SN0156","Zoning Case",,"Approved",
"10/04/2010","11SN0154","Zoning Case","N/L N. WOOLRIDGE RD, WEST OF CHARTER PARK DR.","Approved",
"09/27/2010","11SN0153","Zoning Case","N.W. AREA OF HULL STREET AND COURTHOUSE RD","Approved",
"09/27/2010","11SN0153","Zoning Case","N.W. AREA OF HULL STREET AND COURTHOUSE RD","Approved",
"09/20/2010","11SN0151","Zoning Case",,"Approved",
"09/03/2010","11SN0150","Zoning Case","N/E/C OF ROUTE 10 AND KINGSLAND RD","Approved",
"09/03/2010","11SN0149","Zoning Case",,"Approved",
"09/02/2010","11SN0148","Zoning Case",,"Approved",
"09/01/2010","11SN0146","Zoning Case",,"Approved",
"08/20/2010","11SN0143","Zoning Case",,"Withdrawn",
"08/19/2010","11SN0139","Zoning Case","2941 SPACE ROAD","Approved",
"08/09/2010","11SN0116","Zoning Case","W/L IRON BRIDGE RD, SOUTH OF LANDFILL DR","Withdrawn",
"08/06/2010","11SN0115","Zoning Case","N/L SMOKETREE DR, WEST OF COURTHOUSE RD","Approved",
"07/14/2010","11SN0111","Zoning Case",,"Approved",
"07/12/2010","11SN0109","Zoning Case",,"Approved",
"07/12/2010","11SN0108","Zoning Case",,"Approved",
"07/12/2010","11SN0107","Zoning Case",,"Approved",
"07/12/2010","11SN0106","Zoning Case",,"Approved",
"07/12/2010","11SN0105","Zoning Case",,"Approved",
"07/09/2010","11SN0103","Zoning Case",,"Withdrawn",
"07/07/2010","11SN0102","Zoning Case",,"Approved",
"07/02/2010","11SN0100","Zoning Case",,"Approved",
"06/30/2010","10SN0274","Zoning Case",,"Approved",
"06/30/2010","10SN0273","Zoning Case",,"Approved",
"06/30/2010","10SN0272","Zoning Case",,"Approved",
"06/30/2010","10SN0271","Zoning Case",,"Approved",
"06/30/2010","10SN0270","Zoning Case",,"Denied",
"06/30/2010","10SN0269","Zoning Case",,"Denied",
"06/24/2010","10SN0266","Zoning Case",,"Approved",
"06/17/2010","10SN0265","Zoning Case",,"Approved",
"06/07/2010","10SN0261","Zoning Case",,"Withdrawn",
"06/07/2010","10SN0259","Zoning Case",,"Approved",
"06/04/2010","10SN0258","Zoning Case",,"Approved",
"06/03/2010","10SN0256","Zoning Case",,"Approved",
"05/28/2010","10SN0252","Zoning Case",,"Approved",
"05/10/2010","10SN0243","Zoning Case","12005 N. ENON CHURCH RD.","Approved",
"05/07/2010","10SN0241","Zoning Case",,"Denied",
"05/07/2010","10SN0240","Zoning Case",,"Denied",
"05/05/2010","10SN0238","Zoning Case",,"Approved",
"05/05/2010","10SN0237","Zoning Case",,"Approved",
"05/04/2010","10SN0235","Zoning Case","S/L COURTHOUSE RD, EAST OF DOUBLECREEK CT","Approved",
"05/03/2010","10SN0232","Zoning Case",,"Withdrawn",
"04/30/2010","10SN0230","Zoning Case",,"Approved",
"04/26/2010","10SN0228","Zoning Case",,"Approved",
"04/19/2010","10SN0226","Zoning Case",,"Approved",
"04/05/2010","10SN0221","Zoning Case",,"Approved",
"03/09/2010","10SN0214","Zoning Case",,"Approved",
"03/08/2010","10SN0213","Zoning Case",,"Approved",
"03/08/2010","10SN0212","Zoning Case",,"Approved",
"03/02/2010","10SN0205","Zoning Case",,"Approved",
"02/08/2010","10SN0192","Zoning Case",,"Approved",
"02/08/2010","10SN0191","Zoning Case",,"Approved",
"01/04/2010","10SN0181","Zoning Case",,"Denied",
"01/04/2010","10SN0179","Zoning Case",,"Approved",
"12/31/2009","10SN0176","Zoning Case",,"Approved",
"12/08/2009","10SN0174","Zoning Case",,"Denied",
"12/07/2009","10SN0168","Zoning Case",,"Approved",
"12/07/2009","10SN0167","Zoning Case","INGE RD. SOUTH OF RT. 10","Withdrawn",
"12/03/2009","10SN0166","Zoning Case",,"Approved",
"11/13/2009","10SN0162","Zoning Case",,"Approved",
"11/09/2009","10SN0160","Zoning Case",,"Approved",
"11/09/2009","10SN0159","Zoning Case",,"Approved",
"11/09/2009","10SN0158","Zoning Case",,"Withdrawn",
"11/09/2009","10SN0156","Zoning Case",,"Approved",
"10/12/2009","10SN0152","Zoning Case",,"Approved",
"10/05/2009","10SN0144","Zoning Case",,"Approved",
"10/05/2009","10SN0142","Zoning Case",,"Approved",
"10/02/2009","10SN0135","Zoning Case",,"Approved",
"09/29/2009","10SN0133","Zoning Case",,"Approved",
"09/23/2009","10SN0129","Zoning Case",,"Approved",
"09/04/2009","10SN0127","Zoning Case",,"Approved",
"08/06/2009","10SN0114","Zoning Case",,"Approved",
"07/28/2009","10SN0112","Zoning Case",,"Withdrawn",
"07/06/2009","10SN0108","Zoning Case",,"Approved",
"07/06/2009","10SN0107","Zoning Case",,"Approved",
"07/06/2009","10SN0106","Zoning Case",,"Approved",
"07/06/2009","10SN0105","Zoning Case",,"Approved",
"07/06/2009","10SN0104","Zoning Case",,"Approved",
"07/06/2009","10SN0103","Zoning Case",,"Expired",
"07/02/2009","10SN0102","Zoning Case",,"Approved",
"06/08/2009","09SN0226","Zoning Case",,"Approved",
"06/08/2009","09SN0225","Zoning Case",,"Approved",
"06/08/2009","09SN0223","Zoning Case",,"Approved",
"05/11/2009","09SN0217","Zoning Case",,"Approved",
"05/11/2009","09SN0216","Zoning Case",,"Approved",
"05/11/2009","09SN0214","Zoning Case",,"Approved",
"05/11/2009","09SN0212","Zoning Case",,"Approved",
"04/30/2009","09SN0209","Zoning Case",,"Approved",
"04/06/2009","09SN0203","Zoning Case",,"Approved",
"04/06/2009","08SN0255","Zoning Case",,"Approved",
"03/30/2009","09SN0201","Zoning Case",,"Approved",
"03/16/2009","09SN0197","Zoning Case",,"Approved",
"03/12/2009","09SN0196","Zoning Case",,"Approved",
"03/09/2009","09SN0194","Zoning Case",,"Approved",
"02/09/2009","09SN0175","Zoning Case",,"Approved",
"02/09/2009","09SN0174","Zoning Case",,"Approved",
"02/09/2009","09SN0173","Zoning Case",,"Approved",
"02/09/2009","09SN0170","Zoning Case",,"Approved",
"02/05/2009","09SN0168","Zoning Case",,"Approved",
"02/04/2009","09SN0165","Zoning Case",,"Approved",
"01/30/2009","09SN0164","Zoning Case",,"Approved",
"01/29/2009","09SN0163","Zoning Case",,"Withdrawn",
"01/20/2009","09SN0162","Zoning Case",,"Approved",
"01/14/2009","09SN0158","Zoning Case",,"Approved",
"01/08/2009","09SN0160","Zoning Case",,"Approved",
