"Submitted","Record Number","Record Type","Address","Project Name","Status",
"04/11/2019","BLDC-191010364","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"04/11/2019","BLDC-191010363","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","HALLEY RISE (F)","Closed",
"04/11/2019","BLDC-191010362","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"04/11/2019","BLDC-191010361","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"04/11/2019","BLDC-191010359","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"04/11/2019","BLDC-191010357","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"04/11/2019","BLDC-191010353","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"04/11/2019","BLDC-191010343","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"04/11/2019","BLDC-191010042","Commercial New","7235 ARLINGTON BLVD FALLS CHURCH, VA 22042-3200 United States","GRAHAM PARK","Submitted",
"04/10/2019","BLDC-191000288","Commercial New","7235 ARLINGTON BLVD FALLS CHURCH, VA 22042-3200 United States","GRAHAM PARK","Submitted",
"04/10/2019","BLDC-191000032","Commercial New","7235 ARLINGTON BLVD FALLS CHURCH, VA 22042-3200 United States","GRAHAM PARK","Submitted",
"04/10/2019","BLDC-191000027","Commercial New","7235 ARLINGTON BLVD FALLS CHURCH, VA 22042-3200 United States","GRAHAM PARK","Submitted",
"04/09/2019","BLDC-190990255","Commercial New","7235 ARLINGTON BLVD FALLS CHURCH, VA 22042-3200 United States","GRAHAM PARK","Submitted",
"04/09/2019","BLDC-190990240","Commercial New","7235 ARLINGTON BLVD FALLS CHURCH, VA 22042-3200 United States","GRAHAM PARK","Submitted",
"04/08/2019","BLDC-190980251","Commercial New","1808 MICHAEL FARADAY CT RESTON, VA 20190-5303 United States","RESTON SELF STORAGE","Closed",
"04/08/2019","BLDC-190980019","Commercial New","12849 MILLING STONE TER HERNDON, VA 20171-0000 United States","HAYES","Closed",
"04/08/2019","BLDC-190980018","Commercial New","12845 MILLING STONE TER HERNDON, VA 20171-0000 United States","HAYES","Closed",
"04/08/2019","BLDC-190980016","Commercial New","12841 MILLING STONE TER HERNDON, VA 20171-0000 United States","HAYES","Closed",
"04/08/2019","BLDC-190980015","Commercial New","12837 MILLING STONE TER HERNDON, VA 20171-0000 United States","HAYES","Closed",
"04/08/2019","BLDC-190980012","Commercial New","12833 MILLING STONE TER HERNDON, VA 20171-0000 United States","HAYES","Closed",
"04/08/2019","BLDC-190980010","Commercial New","12831 MILLING STONE TER HERNDON, VA 20171-0000 United States","ADDISON","Closed",
"04/08/2019","BLDC-190980009","Commercial New","12835 MILLING STONE TER HERNDON, VA 20171-0000 United States","ADDISON","Closed",
"04/08/2019","BLDC-190980008","Commercial New","12839 MILLING STONE TER HERNDON, VA 20171-0000 United States","ADDISON","Closed",
"04/08/2019","BLDC-190980006","Commercial New","12843 MILLING STONE TER HERNDON, VA 20171-0000 United States","ADDISON","Closed",
"04/08/2019","BLDC-190980005","Commercial New","12847 MILLING STONE TER HERNDON, VA 20171-0000 United States","ADDISON","Closed",
"04/04/2019","BLDC-190940074","Commercial New","12933 POPES HEAD RD CLIFTON, VA 20124-0000 United States","NORTHERN VA THERAPUTIC RIDING","Inspections Completed",
"04/04/2019","BLDC-190940063","Commercial New",,"MASTERFILE FOR BUS SHELTER (2","Inspections Completed",
"04/04/2019","BLDC-190940062","Commercial New",,"MASTERFILE FOR BUS SHELTER (2","Inspections Completed",
"04/04/2019","BLDC-190940061","Commercial New",,"MASTERFILE FOR BUS SHELTER (2","Inspections Completed",
"04/04/2019","BLDC-190940060","Commercial New",,"MASTERFILE FOR BUS SHELTER (2","Inspections Completed",
"04/04/2019","BLDC-190940059","Commercial New",,"MASTERFILE FOR BUS SHELTER (2","Inspections Completed",
"04/04/2019","BLDC-190940058","Commercial New",,"MASTERFILE FOR BUS SHELTER (2","Inspections Completed",
"04/02/2019","BLDC-190920112","Commercial New","2541 WASSER TER HERNDON, VA 20171-0000 United States","THE ASHTON AT DULLES CORNER","Closed",
"03/29/2019","BLDC-190880221","Commercial New","9750 MEADOWLARK GARDENS CT VIENNA, VA 22182-0000 United States","NVRPA","Inspections Completed",
"03/26/2019","BLDC-190850085","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/26/2019","BLDC-190850084","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/25/2019","BLDC-190840253","Commercial New","7525 COLSHIRE DR MCLEAN, VA 22102-7508 United States","MITRE 1-CANOPIES","Inspections Completed",
"03/25/2019","BLDC-190840215","Commercial New","10000 OX RD LORTON, VA 22079-0000 United States","GRAHAM TOWER 2","Inspections Completed",
"03/25/2019","BLDC-190840032","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/25/2019","BLDC-190840031","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/25/2019","BLDC-190840030","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/25/2019","BLDC-190840029","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/25/2019","BLDC-190840028","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/25/2019","BLDC-190840027","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/25/2019","BLDC-190840026","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/25/2019","BLDC-190840025","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/25/2019","BLDC-190840024","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/25/2019","BLDC-190840023","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/25/2019","BLDC-190840022","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/25/2019","BLDC-190840013","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/25/2019","BLDC-190840012","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/25/2019","BLDC-190840004","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Inspections Completed",
"03/22/2019","BLDC-190810167","Commercial New",,"FFX CO BUS SHELTER","Inspections Completed",
"03/22/2019","BLDC-190810026","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/22/2019","BLDC-190810013","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/22/2019","BLDC-190810012","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/22/2019","BLDC-190810011","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/22/2019","BLDC-190810010","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/22/2019","BLDC-190810009","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/22/2019","BLDC-190810008","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Closed",
"03/20/2019","BLDC-190790105","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE","Inspections Completed",
"03/19/2019","BLDC-190780253","Commercial New",,"MASTERFILE FOR BUSH SHELTER","Inspections Completed",
"03/14/2019","BLDC-190730097","Commercial New","8434 OLD KEENE MILL RD SPRINGFIELD, VA 22152-2302 United States","MOD PIZZA","In Review",
"03/12/2019","BLDC-190710117","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARK","Inspections Completed",
"03/12/2019","BLDC-190710109","Commercial New","1925 ROLAND CLARKE PL RESTON, VA 20191-0000 United States","ROLAND CLARKE PARKING GARAGE","Inspections Completed",
"03/08/2019","BLDC-190670100","Commercial New","8350 BROAD ST MCLEAN, VA 22102-0000 United States","THE MERIDAIAN GROUP","Inspections Completed",
"03/06/2019","BLDC-190650291","Commercial New","13309 LAUNDERS ST HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"03/06/2019","BLDC-190650290","Commercial New","13309 LAUNDERS ST HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"03/06/2019","BLDC-190650289","Commercial New","13313 LAUNDERS ST HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"03/06/2019","BLDC-190650288","Commercial New","13317 LAUNDERS ST HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"03/06/2019","BLDC-190650287","Commercial New","13321 LAUNDERS ST HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"03/06/2019","BLDC-190650286","Commercial New","13325 LAUNDERS ST HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"03/06/2019","BLDC-190650285","Commercial New","13329 LAUNDERS ST HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"03/06/2019","BLDC-190650284","Commercial New","13333 LAUNDERS ST HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"03/06/2019","BLDC-190650283","Commercial New","13337 LAUNDERS ST HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"03/06/2019","BLDC-190650282","Commercial New","13341 LAUNDERS ST HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"03/06/2019","BLDC-190650160","Commercial New","1955 TOWN CENTER PKWY RESTON, VA 20190-0000 United States","RESTON GATEWAY","Inspections Completed",
"03/06/2019","BLDC-190650159","Commercial New","2000 OPPORTUNITY WAY RESTON, VA 20190-0000 United States","RESTON GATEWAY","Inspections Completed",
"03/06/2019","BLDC-190650154","Commercial New","1950 OPPORTUNITY WAY RESTON, VA 20190-0000 United States","RESTON GATEWAY","Inspections Completed",
"03/06/2019","BLDC-190650114","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"03/06/2019","BLDC-190650113","Commercial New","2025 FULTON AVE RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"03/04/2019","BLDC-190630261","Commercial New","13347 LAUNDERS ST HERNDON, VA 20171-0000 United States","ARROWBROOK","Closed",
"03/04/2019","BLDC-190630055","Commercial New","2329 WIND CHARM ST HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"03/04/2019","BLDC-190630054","Commercial New","2329 WIND CHARM ST HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"03/04/2019","BLDC-190630053","Commercial New","2329 WIND CHARM ST HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"03/04/2019","BLDC-190630052","Commercial New","2329 WIND CHARM ST HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"03/04/2019","BLDC-190630051","Commercial New","2329 WIND CHARM ST HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"03/04/2019","BLDC-190630050","Commercial New","2329 WIND CHARM ST HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"03/04/2019","BLDC-190630046","Commercial New","2329 WIND CHARM ST HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Inspections Completed",
"03/04/2019","BLDC-190630037","Commercial New","2324 WIND CHARM ST HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"03/04/2019","BLDC-190630036","Commercial New","2324 WIND CHARM ST HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"03/04/2019","BLDC-190630035","Commercial New","2324 WIND CHARM ST HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"03/04/2019","BLDC-190630034","Commercial New","2324 WIND CHARM ST HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"03/04/2019","BLDC-190630033","Commercial New","2324 WIND CHARM ST HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"03/04/2019","BLDC-190630031","Commercial New","2324 WIND CHARM ST HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"03/04/2019","BLDC-190630029","Commercial New","2324 WIND CHARM ST HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"03/01/2019","BLDC-190600265","Commercial New","11963U FAIR OAKS SHOPPING CTR FAIRFAX, VA 22033-0000 United States","LAZY DOG RESTAURANT","Closed",
"02/28/2019","BLDC-190590028","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Issued",
"02/28/2019","BLDC-190590027","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Issued",
"02/28/2019","BLDC-190590026","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Issued",
"02/28/2019","BLDC-190590025","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Issued",
"02/27/2019","BLDC-190580339","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Issued",
"02/27/2019","BLDC-190580337","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Closed",
"02/27/2019","BLDC-190580334","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Closed",
"02/27/2019","BLDC-190580330","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Closed",
"02/27/2019","BLDC-190580328","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Closed",
"02/27/2019","BLDC-190580082","Commercial New","13345 LAUNDERS ST HERNDON, VA 20171-0000 United States","SARAGOTA","Submitted",
"02/27/2019","BLDC-190580081","Commercial New","13311 LAUNDERS ST HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580080","Commercial New","13315 LAUNDERS ST HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580079","Commercial New","13319 LAUNDERS ST HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580078","Commercial New","13323 LAUNDERS ST HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580077","Commercial New","13327 LAUNDERS ST HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580076","Commercial New","13331 LAUNDERS ST HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580075","Commercial New","13335 LAUNDERS ST HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580074","Commercial New","13339 LAUNDERS ST HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580073","Commercial New","13343 LAUNDERS ST HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580071","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Closed",
"02/27/2019","BLDC-190580070","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Closed",
"02/27/2019","BLDC-190580067","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Closed",
"02/27/2019","BLDC-190580064","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Closed",
"02/27/2019","BLDC-190580061","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Closed",
"02/27/2019","BLDC-190580058","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Closed",
"02/27/2019","BLDC-190580057","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Closed",
"02/27/2019","BLDC-190580054","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Closed",
"02/27/2019","BLDC-190580032","Commercial New","13330 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"02/27/2019","BLDC-190580031","Commercial New","13332 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580030","Commercial New","13334 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"02/27/2019","BLDC-190580029","Commercial New","13336 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580028","Commercial New","13338 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","LAFATETTE","Closed",
"02/27/2019","BLDC-190580027","Commercial New","13340 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580026","Commercial New","13342 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","LFAYETTE","Closed",
"02/27/2019","BLDC-190580025","Commercial New","13344 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580024","Commercial New","13346 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"02/27/2019","BLDC-190580023","Commercial New","13348 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580022","Commercial New","13350 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"02/27/2019","BLDC-190580021","Commercial New","13352 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580020","Commercial New","13354 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"02/27/2019","BLDC-190580019","Commercial New","13356 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580018","Commercial New","13358 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"02/27/2019","BLDC-190580017","Commercial New","13360 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580016","Commercial New","13362 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"02/27/2019","BLDC-190580015","Commercial New","13364 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/27/2019","BLDC-190580014","Commercial New","13368 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","LAFAYETTE","Closed",
"02/27/2019","BLDC-190580013","Commercial New","13366 ARROWBROOK CENTRE DR HERNDON, VA 20171-0000 United States","SARAGOTA","Closed",
"02/26/2019","BLDC-190570316","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Closed",
"02/26/2019","BLDC-190570233","Commercial New","13345 LAUNDERS ST HERNDON, VA 20171-0000 United States","ARROWBROOK","Closed",
"02/26/2019","BLDC-190570120","Commercial New","4525 PLEASANT VALLEY RD CHANTILLY, VA 20151-1432 United States","RAJDHANI MANDIR","In Review",
"02/26/2019","BLDC-190570034","Commercial New","2025 FULTON PL RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"02/26/2019","BLDC-190570029","Commercial New","2025 FULTON PL RESTON, VA 20191-0000 United States","RESTON CRESCENT","Closed",
"02/26/2019","BLDC-190570013","Commercial New","2025 FULTON PL RESTON, VA 20191-0000 United States","RESTON CRESCENT","Inspections Completed",
"02/26/2019","BLDC-190570009","Commercial New","4951 WESTCROFT BLVD CHANTILLY, VA 20151-0000 United States","PRESERVE AT WESTFIELDS PH II","Closed",
"02/25/2019","BLDC-190560011","Commercial New","2319 FIELD POINT RD HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"02/25/2019","BLDC-190560010","Commercial New","2319 FIELD POINT RD HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"02/25/2019","BLDC-190560009","Commercial New","2319 FIELD POINT RD HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"02/25/2019","BLDC-190560008","Commercial New","2319 FIELD POINT RD HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"02/25/2019","BLDC-190560007","Commercial New","2319 FIELD POINT RD HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"02/23/2019","BLDC-190540012","Commercial New","14401 WOODMERE CT CENTREVILLE, VA 20120-0000 United States","FOREST GLEN PHASE 1","Closed",
"02/23/2019","BLDC-190540011","Commercial New","14401 WOODMERE CT CENTREVILLE, VA 20120-0000 United States","FOREST GLEN PHASE 1","Closed",
"02/23/2019","BLDC-190540010","Commercial New","14401 WOODMERE CT CENTREVILLE, VA 20120-0000 United States","FOREST GLEN PHASE 1","Closed",
"02/23/2019","BLDC-190540009","Commercial New","14401 WOODMERE CT CENTREVILLE, VA 20120-0000 United States","FOREST GLEN PHASE 1","Closed",
"02/23/2019","BLDC-190540008","Commercial New","14401 WOODMERE CT CENTREVILLE, VA 20120-0000 United States","FOREST GLEN PHASE 1","Closed",
"02/23/2019","BLDC-190540006","Commercial New","14401 WOODMERE CT CENTREVILLE, VA 20120-0000 United States","FOREST GLEN PHASE 1","Closed",
"02/21/2019","BLDC-190520227","Commercial New","2319 FIELD POINT RD HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Closed",
"02/21/2019","BLDC-190520225","Commercial New","2319 FIELD POINT RD HERNDON, VA 20171-0000 United States","ARROWBROOK FLATS","Inspections Completed",
"02/13/2019","BLDC-190440146","Commercial New","9555 SAINTSBURY DR FAIRFAX, VA 22031-0000 United States","METRO WEST 6","Closed",
"02/13/2019","BLDC-190440145","Commercial New","2960 VADEN DR FAIRFAX, VA 22031-0000 United States","METRO WEST 6","Closed",
"02/13/2019","BLDC-190440140","Commercial New","9500 SPRAGUE AVE FAIRFAX, VA 22031-0000 United States","METRO WEST 6","Closed",
"02/08/2019","BLDC-190390242","Commercial New",,"PINEWOOD LAKE HOA","Closed",
"02/07/2019","BLDC-190380243","Commercial New","7235 ARLINGTON BLVD FALLS CHURCH, VA 22042-3200 United States",,"In Review",
"02/07/2019","BLDC-190380218","Commercial New","6375 RICHMOND HWY ALEXANDRIA, VA 22306-0000 United States","KINGS CROSSING","Issued",
"02/06/2019","BLDC-190370277","Commercial New","14333 NEWBROOK DR CHANTILLY, VA 20151-0000 United States","LAZY DOG RESTAURANTS LLC","Inspections Completed",
"02/06/2019","BLDC-190370088","Commercial New","13800 WALL RD HERNDON, VA 20171-0000 United States","SULLY COMMUNITY CENTER","Inspections Completed",
"02/04/2019","BLDC-190350151","Commercial New","1775 OLD MEADOW LN MCLEAN, VA 22102-0000 United States","SCOTTS RUN FIRE STATION #44","Inspections Completed",
"01/31/2019","BLDC-190310106","Commercial New","6791 SPRINGFIELD MALL SPRINGFIELD, VA 22150-1704 United States","YARDHOUSE","Inspections Completed",
"01/28/2019","BLDC-190280191","Commercial New",,"FFX CO BUS SHELTER","Inspections Completed",
"01/28/2019","BLDC-190280189","Commercial New",,"FFX CO BUS SHELTER","Inspections Completed",
"01/23/2019","BLDC-190230229","Commercial New",,"MASTERFILE FOR BUS SHELTER (2","Issued",
"01/23/2019","BLDC-190230228","Commercial New",,"MASTERFILE FOR BUS SHELTER (2","Issued",
"01/23/2019","BLDC-190230227","Commercial New",,"MASTERFILE FOR BUS SHELTER (2","Issued",
"01/23/2019","BLDC-190230226","Commercial New",,"MASTERFILE FOR BUS SHELTER (2","Issued",
"01/23/2019","BLDC-190230225","Commercial New",,"MASTERFILE FOR BUS SHELTER (2","Issued",
"01/23/2019","BLDC-190230218","Commercial New","8780 LORTON RD LORTON, VA 22079-0000 United States","FAIRFAX CO PARK AUTH","Issued",
"01/23/2019","BLDC-190230206","Commercial New","8780 LORTON RD LORTON, VA 22079-0000 United States","FAIRFAX CO PARK AUTH","Issued",
"01/17/2019","BLDC-190170111","Commercial New","9555 SAINTSBURY DR FAIRFAX, VA 22031-0000 United States","METRO WEST 6","Closed",
"01/17/2019","BLDC-190170108","Commercial New","9555 SAINTSBURY DR FAIRFAX, VA 22031-0000 United States","METRO WEST 6","Closed",
"01/17/2019","BLDC-190170059","Commercial New","1500 WESTBRANCH DR MCLEAN, VA 22102-3202 United States","TYSONS WESTBRANCH","Closed",
"01/17/2019","BLDC-190170056","Commercial New","1500 WESTBRANCH DR MCLEAN, VA 22102-3202 United States","TYSONS WESTBRANCH","Closed",
"01/17/2019","BLDC-190170052","Commercial New","1500 WESTBRANCH DR MCLEAN, VA 22102-3202 United States","TYSONS WESTBRANCH","Closed",
"01/17/2019","BLDC-190170047","Commercial New","1500 WESTBRANCH DR MCLEAN, VA 22102-3202 United States","TYSONS WESTBRANCH","Closed",
"01/17/2019","BLDC-190170044","Commercial New","1500 WESTBRANCH DR MCLEAN, VA 22102-3202 United States","TYSONS WESTBRANCH","Closed",
"01/17/2019","BLDC-190170042","Commercial New","1500 WESTBRANCH DR MCLEAN, VA 22102-3202 United States","TYSONS WESTBRANCH","Closed",
"01/17/2019","BLDC-190170041","Commercial New","1500 WESTBRANCH DR MCLEAN, VA 22102-3202 United States","TYSONS WESTBRANCH","Closed",
"01/17/2019","BLDC-190170028","Commercial New","1500 WESTBRANCH DR MCLEAN, VA 22102-3202 United States","TYSONS WESTBRANCH","Closed",
"01/17/2019","BLDC-190170025","Commercial New","1500 WESTBRANCH DR MCLEAN, VA 22102-3202 United States","TYSONS WESTBRANCH","Closed",
"01/17/2019","BLDC-190170022","Commercial New","1500 WESTBRANCH DR MCLEAN, VA 22102-3202 United States","TYSONS WESTBRANCH","Closed",
"01/17/2019","BLDC-190170020","Commercial New","1500 WESTBRANCH DR MCLEAN, VA 22102-3202 United States","TYSONS WESTBRANCH","Closed",
"01/16/2019","BLDC-190160200","Commercial New","1500 WESTBRANCH DR MCLEAN, VA 22102-3202 United States","TYSONS WESTBRANCH","Closed",
"01/16/2019","BLDC-190160196","Commercial New","1500 WESTBRANCH DR MCLEAN, VA 22102-3202 United States","TYSONS WESTBRANCH","Closed",
